Timestamp,BusVolts,CurrentMilliAmps,PowerWatts
2025-05-16 17:06:30.000,4.982,106.204,0.530
2025-05-16 17:06:30.003,4.982,106.204,0.530
2025-05-16 17:06:30.006,4.982,106.204,0.530
2025-05-16 17:06:30.009,4.982,106.204,0.530
2025-05-16 17:06:30.012,4.982,106.204,0.530
2025-05-16 17:06:30.015,4.982,106.204,0.530
2025-05-16 17:06:30.018,4.982,106.204,0.530
2025-05-16 17:06:30.021,4.982,106.204,0.649
2025-05-16 17:06:30.024,4.978,130.008,0.649
2025-05-16 17:06:30.027,4.978,130.008,0.649
2025-05-16 17:06:30.030,4.978,130.008,0.649
2025-05-16 17:06:30.033,4.978,130.008,0.649
2025-05-16 17:06:30.036,4.978,130.008,0.649
2025-05-16 17:06:30.039,4.978,130.008,0.649
2025-05-16 17:06:30.042,4.978,130.008,0.649
2025-05-16 17:06:30.045,4.978,130.008,0.649
2025-05-16 17:06:30.048,4.978,130.008,0.649
2025-05-16 17:06:30.051,4.978,130.008,0.649
2025-05-16 17:06:30.054,4.978,130.008,0.649
2025-05-16 17:06:30.057,4.978,147.556,0.732
2025-05-16 17:06:30.060,4.978,147.556,0.732
2025-05-16 17:06:30.063,4.978,147.556,0.732
2025-05-16 17:06:30.066,4.978,147.556,0.732
2025-05-16 17:06:30.069,4.978,147.556,0.732
2025-05-16 17:06:30.072,4.978,147.556,0.732
2025-05-16 17:06:30.075,4.978,147.556,0.732
2025-05-16 17:06:30.078,4.978,147.556,0.732
2025-05-16 17:06:30.081,4.978,147.556,0.732
2025-05-16 17:06:30.084,4.978,147.556,0.732
2025-05-16 17:06:30.087,4.978,147.556,0.732
2025-05-16 17:06:30.090,4.978,147.556,0.732
2025-05-16 17:06:30.093,4.983,100.100,0.500
2025-05-16 17:06:30.096,4.983,100.100,0.500
2025-05-16 17:06:30.099,4.983,100.100,0.500
2025-05-16 17:06:30.102,4.983,100.100,0.500
2025-05-16 17:06:30.105,4.983,100.100,0.500
2025-05-16 17:06:30.108,4.983,100.100,0.500
2025-05-16 17:06:30.111,4.983,100.100,0.500
2025-05-16 17:06:30.114,4.983,100.100,0.500
2025-05-16 17:06:30.117,4.983,100.100,0.500
2025-05-16 17:06:30.120,4.983,100.100,0.500
2025-05-16 17:06:30.123,4.983,100.100,0.500
2025-05-16 17:06:30.126,4.983,100.100,0.500
2025-05-16 17:06:30.129,4.977,142.520,0.710
2025-05-16 17:06:30.132,4.977,142.520,0.710
2025-05-16 17:06:30.135,4.977,142.520,0.710
2025-05-16 17:06:30.138,4.977,142.520,0.710
2025-05-16 17:06:30.141,4.977,142.520,0.710
2025-05-16 17:06:30.144,4.977,142.520,0.710
2025-05-16 17:06:30.147,4.977,142.520,0.710
2025-05-16 17:06:30.150,4.977,142.520,0.710
2025-05-16 17:06:30.153,4.977,142.520,0.710
2025-05-16 17:06:30.156,4.977,142.520,0.710
2025-05-16 17:06:30.160,4.977,142.520,0.710
2025-05-16 17:06:30.162,4.977,142.520,0.710
2025-05-16 17:06:30.165,4.981,120.089,0.603
2025-05-16 17:06:30.168,4.981,120.089,0.603
2025-05-16 17:06:30.171,4.981,120.089,0.603
2025-05-16 17:06:30.174,4.981,120.089,0.603
2025-05-16 17:06:30.177,4.981,120.089,0.603
2025-05-16 17:06:30.180,4.981,120.089,0.603
2025-05-16 17:06:30.183,4.981,120.089,0.603
2025-05-16 17:06:30.186,4.981,120.089,0.603
2025-05-16 17:06:30.189,4.981,120.089,0.603
2025-05-16 17:06:30.193,4.981,120.089,0.603
2025-05-16 17:06:30.195,4.981,120.089,0.603
2025-05-16 17:06:30.199,4.982,100.100,0.500
2025-05-16 17:06:30.202,4.982,100.100,0.500
2025-05-16 17:06:30.204,4.982,100.100,0.500
2025-05-16 17:06:30.207,4.982,100.100,0.500
2025-05-16 17:06:30.210,4.982,100.100,0.500
2025-05-16 17:06:30.213,4.982,100.100,0.500
2025-05-16 17:06:30.216,4.982,100.100,0.500
2025-05-16 17:06:30.219,4.982,100.100,0.500
2025-05-16 17:06:30.222,4.982,100.100,0.500
2025-05-16 17:06:30.225,4.982,100.100,0.500
2025-05-16 17:06:30.228,4.982,100.100,0.500
2025-05-16 17:06:30.231,4.982,100.100,0.500
2025-05-16 17:06:30.234,4.982,103.762,0.519
2025-05-16 17:06:30.237,4.982,103.762,0.519
2025-05-16 17:06:30.240,4.982,103.762,0.519
2025-05-16 17:06:30.243,4.982,103.762,0.519
2025-05-16 17:06:30.246,4.982,103.762,0.519
2025-05-16 17:06:30.249,4.982,103.762,0.519
2025-05-16 17:06:30.252,4.982,103.762,0.519
2025-05-16 17:06:30.255,4.982,103.762,0.519
2025-05-16 17:06:30.258,4.982,103.762,0.519
2025-05-16 17:06:30.261,4.982,103.762,0.519
2025-05-16 17:06:30.264,4.982,103.762,0.519
2025-05-16 17:06:30.267,4.982,103.762,0.519
2025-05-16 17:06:30.270,4.982,96.285,0.481
2025-05-16 17:06:30.273,4.982,96.285,0.481
2025-05-16 17:06:30.276,4.982,96.285,0.481
2025-05-16 17:06:30.279,4.982,96.285,0.481
2025-05-16 17:06:30.282,4.982,96.285,0.481
2025-05-16 17:06:30.285,4.982,96.285,0.481
2025-05-16 17:06:30.288,4.982,96.285,0.481
2025-05-16 17:06:30.291,4.982,96.285,0.481
2025-05-16 17:06:30.294,4.982,96.285,0.481
2025-05-16 17:06:30.297,4.982,96.285,0.481
2025-05-16 17:06:30.300,4.982,96.285,0.481
2025-05-16 17:06:30.303,4.982,96.285,0.481
2025-05-16 17:06:30.306,4.983,96.285,0.484
2025-05-16 17:06:30.309,4.983,96.285,0.484
2025-05-16 17:06:30.312,4.983,96.285,0.484
2025-05-16 17:06:30.315,4.983,96.285,0.484
2025-05-16 17:06:30.318,4.983,96.285,0.484
2025-05-16 17:06:30.321,4.983,96.285,0.484
2025-05-16 17:06:30.324,4.983,96.285,0.484
2025-05-16 17:06:30.327,4.983,96.285,0.484
2025-05-16 17:06:30.330,4.983,96.285,0.484
2025-05-16 17:06:30.333,4.983,96.285,0.484
2025-05-16 17:06:30.336,4.983,96.285,0.484
2025-05-16 17:06:30.339,4.983,96.285,0.607
2025-05-16 17:06:30.342,4.978,121.310,0.607
2025-05-16 17:06:30.345,4.978,121.310,0.607
2025-05-16 17:06:30.348,4.978,121.310,0.607
2025-05-16 17:06:30.351,4.978,121.310,0.607
2025-05-16 17:06:30.354,4.978,121.310,0.607
2025-05-16 17:06:30.357,4.978,121.310,0.607
2025-05-16 17:06:30.360,4.978,121.310,0.607
2025-05-16 17:06:30.363,4.978,121.310,0.607
2025-05-16 17:06:30.366,4.978,121.310,0.607
2025-05-16 17:06:30.369,4.978,121.310,0.607
2025-05-16 17:06:30.372,4.978,121.310,0.607
2025-05-16 17:06:30.375,4.978,100.100,0.496
2025-05-16 17:06:30.378,4.983,100.100,0.496
2025-05-16 17:06:30.381,4.983,100.100,0.496
2025-05-16 17:06:30.384,4.983,100.100,0.496
2025-05-16 17:06:30.387,4.983,100.100,0.496
2025-05-16 17:06:30.390,4.983,100.100,0.496
2025-05-16 17:06:30.393,4.983,100.100,0.496
2025-05-16 17:06:30.396,4.983,100.100,0.496
2025-05-16 17:06:30.399,4.983,100.100,0.496
2025-05-16 17:06:30.402,4.983,100.100,0.496
2025-05-16 17:06:30.405,4.983,100.100,0.496
2025-05-16 17:06:30.408,4.983,100.100,0.496
2025-05-16 17:06:30.411,4.982,97.506,0.484
2025-05-16 17:06:30.414,4.982,97.506,0.484
2025-05-16 17:06:30.417,4.982,97.506,0.484
2025-05-16 17:06:30.420,4.982,97.506,0.484
2025-05-16 17:06:30.423,4.982,97.506,0.484
2025-05-16 17:06:30.426,4.982,97.506,0.484
2025-05-16 17:06:30.429,4.982,97.506,0.484
2025-05-16 17:06:30.432,4.982,97.506,0.484
2025-05-16 17:06:30.435,4.982,97.506,0.484
2025-05-16 17:06:30.438,4.982,97.506,0.484
2025-05-16 17:06:30.441,4.982,97.506,0.484
2025-05-16 17:06:30.444,4.982,97.506,0.484
2025-05-16 17:06:30.447,4.976,155.033,0.771
2025-05-16 17:06:30.450,4.976,155.033,0.771
2025-05-16 17:06:30.453,4.976,155.033,0.771
2025-05-16 17:06:30.456,4.976,155.033,0.771
2025-05-16 17:06:30.459,4.976,155.033,0.771
2025-05-16 17:06:30.462,4.976,155.033,0.771
2025-05-16 17:06:30.465,4.976,155.033,0.771
2025-05-16 17:06:30.468,4.976,155.033,0.771
2025-05-16 17:06:30.471,4.976,155.033,0.771
2025-05-16 17:06:30.474,4.976,155.033,0.771
2025-05-16 17:06:30.477,4.976,155.033,0.771
2025-05-16 17:06:30.480,4.976,155.033,0.736
2025-05-16 17:06:30.483,4.978,147.556,0.736
2025-05-16 17:06:30.486,4.978,147.556,0.736
2025-05-16 17:06:30.489,4.978,147.556,0.736
2025-05-16 17:06:30.492,4.978,147.556,0.736
2025-05-16 17:06:30.495,4.978,147.556,0.736
2025-05-16 17:06:30.498,4.978,147.556,0.736
2025-05-16 17:06:30.501,4.978,147.556,0.736
2025-05-16 17:06:30.504,4.978,147.556,0.736
2025-05-16 17:06:30.507,4.978,147.556,0.736
2025-05-16 17:06:30.510,4.978,147.556,0.736
2025-05-16 17:06:30.513,4.978,147.556,0.736
2025-05-16 17:06:30.516,4.978,86.214,0.431
2025-05-16 17:06:30.519,4.983,86.214,0.431
2025-05-16 17:06:30.522,4.983,86.214,0.431
2025-05-16 17:06:30.525,4.983,86.214,0.431
2025-05-16 17:06:30.528,4.983,86.214,0.431
2025-05-16 17:06:30.531,4.983,86.214,0.431
2025-05-16 17:06:30.534,4.983,86.214,0.431
2025-05-16 17:06:30.537,4.983,86.214,0.431
2025-05-16 17:06:30.540,4.983,86.214,0.431
2025-05-16 17:06:30.543,4.983,86.214,0.431
2025-05-16 17:06:30.546,4.983,86.214,0.431
2025-05-16 17:06:30.549,4.983,86.214,0.431
2025-05-16 17:06:30.552,4.973,165.104,0.820
2025-05-16 17:06:30.555,4.973,165.104,0.820
2025-05-16 17:06:30.558,4.973,165.104,0.820
2025-05-16 17:06:30.561,4.973,165.104,0.820
2025-05-16 17:06:30.564,4.973,165.104,0.820
2025-05-16 17:06:30.567,4.973,165.104,0.820
2025-05-16 17:06:30.570,4.973,165.104,0.820
2025-05-16 17:06:30.573,4.973,165.104,0.820
2025-05-16 17:06:30.576,4.973,165.104,0.820
2025-05-16 17:06:30.579,4.973,165.104,0.820
2025-05-16 17:06:30.582,4.973,165.104,0.820
2025-05-16 17:06:30.585,4.973,165.104,0.820
2025-05-16 17:06:30.588,4.973,225.073,1.118
2025-05-16 17:06:30.591,4.973,225.073,1.118
2025-05-16 17:06:30.594,4.973,225.073,1.118
2025-05-16 17:06:30.597,4.973,225.073,1.118
2025-05-16 17:06:30.600,4.973,225.073,1.118
2025-05-16 17:06:30.603,4.973,225.073,1.118
2025-05-16 17:06:30.606,4.973,225.073,1.118
2025-05-16 17:06:30.609,4.973,225.073,1.118
2025-05-16 17:06:30.612,4.973,225.073,1.118
2025-05-16 17:06:30.615,4.973,225.073,1.118
2025-05-16 17:06:30.618,4.973,225.073,1.118
2025-05-16 17:06:30.621,4.973,225.073,0.748
2025-05-16 17:06:30.624,4.997,149.997,0.748
2025-05-16 17:06:30.627,4.997,149.997,0.748
2025-05-16 17:06:30.630,4.997,149.997,0.748
2025-05-16 17:06:30.633,4.997,149.997,0.748
2025-05-16 17:06:30.636,4.997,149.997,0.748
2025-05-16 17:06:30.639,4.997,149.997,0.748
2025-05-16 17:06:30.642,4.997,149.997,0.748
2025-05-16 17:06:30.645,4.997,149.997,0.748
2025-05-16 17:06:30.648,4.997,149.997,0.748
2025-05-16 17:06:30.651,4.997,149.997,0.748
2025-05-16 17:06:30.654,4.997,149.997,0.748
2025-05-16 17:06:30.657,4.997,144.962,0.725
2025-05-16 17:06:30.660,4.997,144.962,0.725
2025-05-16 17:06:30.663,4.997,144.962,0.725
2025-05-16 17:06:30.666,4.997,144.962,0.725
2025-05-16 17:06:30.669,4.997,144.962,0.725
2025-05-16 17:06:30.672,4.997,144.962,0.725
2025-05-16 17:06:30.675,4.997,144.962,0.725
2025-05-16 17:06:30.678,4.997,144.962,0.725
2025-05-16 17:06:30.681,4.997,144.962,0.725
2025-05-16 17:06:30.684,4.997,144.962,0.725
2025-05-16 17:06:30.687,4.997,144.962,0.725
2025-05-16 17:06:30.690,4.997,144.962,0.725
2025-05-16 17:06:30.693,5.005,82.552,0.412
2025-05-16 17:06:30.696,5.005,82.552,0.412
2025-05-16 17:06:30.699,5.005,82.552,0.412
2025-05-16 17:06:30.702,5.005,82.552,0.412
2025-05-16 17:06:30.705,5.005,82.552,0.412
2025-05-16 17:06:30.708,5.005,82.552,0.412
2025-05-16 17:06:30.711,5.005,82.552,0.412
2025-05-16 17:06:30.714,5.005,82.552,0.412
2025-05-16 17:06:30.718,5.005,82.552,0.412
2025-05-16 17:06:30.720,5.005,82.552,0.412
2025-05-16 17:06:30.723,5.005,82.552,0.412
2025-05-16 17:06:30.726,5.005,82.552,0.412
2025-05-16 17:06:30.729,5.003,91.250,0.458
2025-05-16 17:06:30.732,5.003,91.250,0.458
2025-05-16 17:06:30.735,5.003,91.250,0.458
2025-05-16 17:06:30.738,5.003,91.250,0.458
2025-05-16 17:06:30.741,5.003,91.250,0.458
2025-05-16 17:06:30.744,5.003,91.250,0.458
2025-05-16 17:06:30.747,5.003,91.250,0.458
2025-05-16 17:06:30.750,5.003,91.250,0.458
2025-05-16 17:06:30.753,5.003,91.250,0.458
2025-05-16 17:06:30.756,5.003,91.250,0.458
2025-05-16 17:06:30.759,5.003,91.250,0.458
2025-05-16 17:06:30.762,5.003,91.250,0.687
2025-05-16 17:06:30.765,4.997,137.485,0.687
2025-05-16 17:06:30.768,4.997,137.485,0.687
2025-05-16 17:06:30.771,4.997,137.485,0.687
2025-05-16 17:06:30.774,4.997,137.485,0.687
2025-05-16 17:06:30.777,4.997,137.485,0.687
2025-05-16 17:06:30.780,4.997,137.485,0.687
2025-05-16 17:06:30.783,4.997,137.485,0.687
2025-05-16 17:06:30.786,4.997,137.485,0.687
2025-05-16 17:06:30.789,4.997,137.485,0.687
2025-05-16 17:06:30.792,4.997,137.485,0.687
2025-05-16 17:06:30.795,4.997,137.485,0.687
2025-05-16 17:06:30.798,4.997,111.239,0.557
2025-05-16 17:06:30.801,5.002,111.239,0.557
2025-05-16 17:06:30.804,5.002,111.239,0.557
2025-05-16 17:06:30.807,5.002,111.239,0.557
2025-05-16 17:06:30.810,5.002,111.239,0.557
2025-05-16 17:06:30.813,5.002,111.239,0.557
2025-05-16 17:06:30.816,5.002,111.239,0.557
2025-05-16 17:06:30.819,5.002,111.239,0.557
2025-05-16 17:06:30.822,5.002,111.239,0.557
2025-05-16 17:06:30.825,5.002,111.239,0.557
2025-05-16 17:06:30.828,5.002,111.239,0.557
2025-05-16 17:06:30.831,5.002,111.239,0.557
2025-05-16 17:06:30.834,5.003,90.029,0.446
2025-05-16 17:06:30.837,5.003,90.029,0.446
2025-05-16 17:06:30.840,5.003,90.029,0.446
2025-05-16 17:06:30.843,5.003,90.029,0.446
2025-05-16 17:06:30.846,5.003,90.029,0.446
2025-05-16 17:06:30.849,5.003,90.029,0.446
2025-05-16 17:06:30.852,5.003,90.029,0.446
2025-05-16 17:06:30.855,5.003,90.029,0.446
2025-05-16 17:06:30.858,5.003,90.029,0.446
2025-05-16 17:06:30.861,5.003,90.029,0.446
2025-05-16 17:06:30.864,5.003,90.029,0.446
2025-05-16 17:06:30.867,5.003,90.029,0.446
2025-05-16 17:06:30.870,4.998,130.008,0.649
2025-05-16 17:06:30.873,4.998,130.008,0.649
2025-05-16 17:06:30.876,4.998,130.008,0.649
2025-05-16 17:06:30.879,4.998,130.008,0.649
2025-05-16 17:06:30.882,4.998,130.008,0.649
2025-05-16 17:06:30.885,4.998,130.008,0.649
2025-05-16 17:06:30.888,4.998,130.008,0.649
2025-05-16 17:06:30.891,4.998,130.008,0.649
2025-05-16 17:06:30.894,4.998,130.008,0.649
2025-05-16 17:06:30.897,4.998,130.008,0.649
2025-05-16 17:06:30.900,4.998,130.008,0.649
2025-05-16 17:06:30.903,4.998,130.008,0.649
2025-05-16 17:06:30.906,5.000,116.275,0.584
2025-05-16 17:06:30.909,5.000,116.275,0.584
2025-05-16 17:06:30.912,5.000,116.275,0.584
2025-05-16 17:06:30.915,5.000,116.275,0.584
2025-05-16 17:06:30.918,5.000,116.275,0.584
2025-05-16 17:06:30.921,5.000,116.275,0.584
2025-05-16 17:06:30.924,5.000,116.275,0.584
2025-05-16 17:06:30.927,5.000,116.275,0.584
2025-05-16 17:06:30.930,5.000,116.275,0.584
2025-05-16 17:06:30.933,5.000,116.275,0.584
2025-05-16 17:06:30.936,5.000,116.275,0.584
2025-05-16 17:06:30.939,5.000,116.275,0.420
2025-05-16 17:06:30.942,5.005,83.773,0.420
2025-05-16 17:06:30.945,5.005,83.773,0.420
2025-05-16 17:06:30.948,5.005,83.773,0.420
2025-05-16 17:06:30.951,5.005,83.773,0.420
2025-05-16 17:06:30.954,5.005,83.773,0.420
2025-05-16 17:06:30.957,5.005,83.773,0.420
2025-05-16 17:06:30.960,5.005,83.773,0.420
2025-05-16 17:06:30.963,5.005,83.773,0.420
2025-05-16 17:06:30.966,5.005,83.773,0.420
2025-05-16 17:06:30.969,5.005,83.773,0.420
2025-05-16 17:06:30.972,5.005,83.773,0.420
2025-05-16 17:06:30.975,5.008,50.050,0.248
2025-05-16 17:06:30.978,5.008,50.050,0.248
2025-05-16 17:06:30.981,5.008,50.050,0.248
2025-05-16 17:06:30.984,5.008,50.050,0.248
2025-05-16 17:06:30.987,5.008,50.050,0.248
2025-05-16 17:06:30.990,5.008,50.050,0.248
2025-05-16 17:06:30.993,5.008,50.050,0.248
2025-05-16 17:06:30.996,5.008,50.050,0.248
2025-05-16 17:06:30.999,5.008,50.050,0.248
2025-05-16 17:06:31.002,5.008,50.050,0.248
2025-05-16 17:06:31.005,5.008,50.050,0.248
2025-05-16 17:06:31.008,5.008,50.050,0.248
2025-05-16 17:06:31.011,5.007,52.491,0.263
2025-05-16 17:06:31.014,5.007,52.491,0.263
2025-05-16 17:06:31.017,5.007,52.491,0.263
2025-05-16 17:06:31.020,5.007,52.491,0.263
2025-05-16 17:06:31.023,5.007,52.491,0.263
2025-05-16 17:06:31.026,5.007,52.491,0.263
2025-05-16 17:06:31.029,5.007,52.491,0.263
2025-05-16 17:06:31.032,5.007,52.491,0.263
2025-05-16 17:06:31.035,5.007,52.491,0.263
2025-05-16 17:06:31.038,5.007,52.491,0.263
2025-05-16 17:06:31.041,5.007,52.491,0.263
2025-05-16 17:06:31.044,5.007,52.491,0.263
2025-05-16 17:06:31.047,4.990,189.977,0.950
2025-05-16 17:06:31.050,4.990,189.977,0.950
2025-05-16 17:06:31.053,4.990,189.977,0.950
2025-05-16 17:06:31.056,4.990,189.977,0.950
2025-05-16 17:06:31.059,4.990,189.977,0.950
2025-05-16 17:06:31.062,4.990,189.977,0.950
2025-05-16 17:06:31.065,4.990,189.977,0.950
2025-05-16 17:06:31.068,4.990,189.977,0.950
2025-05-16 17:06:31.071,4.990,189.977,0.950
2025-05-16 17:06:31.074,4.990,189.977,0.950
2025-05-16 17:06:31.077,4.990,189.977,0.950
2025-05-16 17:06:31.080,4.990,189.977,0.767
2025-05-16 17:06:31.083,4.997,153.812,0.767
2025-05-16 17:06:31.086,4.997,153.812,0.767
2025-05-16 17:06:31.089,4.997,153.812,0.767
2025-05-16 17:06:31.092,4.997,153.812,0.767
2025-05-16 17:06:31.095,4.997,153.812,0.767
2025-05-16 17:06:31.098,4.997,153.812,0.767
2025-05-16 17:06:31.101,4.997,153.812,0.767
2025-05-16 17:06:31.105,4.997,153.812,0.767
2025-05-16 17:06:31.107,4.997,153.812,0.767
2025-05-16 17:06:31.110,4.997,153.812,0.767
2025-05-16 17:06:31.113,4.997,153.812,0.767
2025-05-16 17:06:31.116,4.997,68.818,0.347
2025-05-16 17:06:31.119,5.007,68.818,0.347
2025-05-16 17:06:31.122,5.007,68.818,0.347
2025-05-16 17:06:31.125,5.007,68.818,0.347
2025-05-16 17:06:31.128,5.007,68.818,0.347
2025-05-16 17:06:31.131,5.007,68.818,0.347
2025-05-16 17:06:31.134,5.007,68.818,0.347
2025-05-16 17:06:31.137,5.007,68.818,0.347
2025-05-16 17:06:31.140,5.007,68.818,0.347
2025-05-16 17:06:31.143,5.007,68.818,0.347
2025-05-16 17:06:31.146,5.007,68.818,0.347
2025-05-16 17:06:31.149,5.007,68.818,0.347
2025-05-16 17:06:31.152,5.011,22.431,0.114
2025-05-16 17:06:31.155,5.011,22.431,0.114
2025-05-16 17:06:31.158,5.011,22.431,0.114
2025-05-16 17:06:31.162,5.011,22.431,0.114
2025-05-16 17:06:31.164,5.011,22.431,0.114
2025-05-16 17:06:31.167,5.011,22.431,0.114
2025-05-16 17:06:31.171,5.011,22.431,0.114
2025-05-16 17:06:31.173,5.011,22.431,0.114
2025-05-16 17:06:31.176,5.011,22.431,0.114
2025-05-16 17:06:31.180,5.011,22.431,0.114
2025-05-16 17:06:31.182,5.011,22.431,0.114
2025-05-16 17:06:31.185,5.011,22.431,0.114
2025-05-16 17:06:31.188,5.012,22.431,0.114
2025-05-16 17:06:31.191,5.012,22.431,0.114
2025-05-16 17:06:31.194,5.012,22.431,0.114
2025-05-16 17:06:31.197,5.012,22.431,0.114
2025-05-16 17:06:31.200,5.012,22.431,0.114
2025-05-16 17:06:31.203,5.012,22.431,0.114
2025-05-16 17:06:31.206,5.012,22.431,0.114
2025-05-16 17:06:31.209,5.012,22.431,0.114
2025-05-16 17:06:31.212,5.012,22.431,0.114
2025-05-16 17:06:31.216,5.012,22.431,0.114
2025-05-16 17:06:31.218,5.012,22.431,0.114
2025-05-16 17:06:31.221,5.012,22.431,0.179
2025-05-16 17:06:31.224,5.010,36.316,0.179
2025-05-16 17:06:31.227,5.010,36.316,0.179
2025-05-16 17:06:31.230,5.010,36.316,0.179
2025-05-16 17:06:31.233,5.010,36.316,0.179
2025-05-16 17:06:31.236,5.010,36.316,0.179
2025-05-16 17:06:31.239,5.010,36.316,0.179
2025-05-16 17:06:31.242,5.010,36.316,0.179
2025-05-16 17:06:31.245,5.010,36.316,0.179
2025-05-16 17:06:31.248,5.010,36.316,0.179
2025-05-16 17:06:31.251,5.010,36.316,0.179
2025-05-16 17:06:31.254,5.010,36.316,0.179
2025-05-16 17:06:31.257,5.010,28.687,0.141
2025-05-16 17:06:31.260,5.010,28.687,0.141
2025-05-16 17:06:31.263,5.010,28.687,0.141
2025-05-16 17:06:31.266,5.010,28.687,0.141
2025-05-16 17:06:31.269,5.010,28.687,0.141
2025-05-16 17:06:31.272,5.010,28.687,0.141
2025-05-16 17:06:31.275,5.010,28.687,0.141
2025-05-16 17:06:31.278,5.010,28.687,0.141
2025-05-16 17:06:31.281,5.010,28.687,0.141
2025-05-16 17:06:31.284,5.010,28.687,0.141
2025-05-16 17:06:31.287,5.010,28.687,0.141
2025-05-16 17:06:31.290,5.010,28.687,0.141
2025-05-16 17:06:31.293,5.010,30.060,0.153
2025-05-16 17:06:31.296,5.010,30.060,0.153
2025-05-16 17:06:31.299,5.010,30.060,0.153
2025-05-16 17:06:31.302,5.010,30.060,0.153
2025-05-16 17:06:31.305,5.010,30.060,0.153
2025-05-16 17:06:31.308,5.010,30.060,0.153
2025-05-16 17:06:31.311,5.010,30.060,0.153
2025-05-16 17:06:31.314,5.010,30.060,0.153
2025-05-16 17:06:31.317,5.010,30.060,0.153
2025-05-16 17:06:31.320,5.010,30.060,0.153
2025-05-16 17:06:31.323,5.010,30.060,0.153
2025-05-16 17:06:31.326,5.010,30.060,0.153
2025-05-16 17:06:31.329,5.011,27.466,0.137
2025-05-16 17:06:31.332,5.011,27.466,0.137
2025-05-16 17:06:31.335,5.011,27.466,0.137
2025-05-16 17:06:31.338,5.011,27.466,0.137
2025-05-16 17:06:31.341,5.011,27.466,0.137
2025-05-16 17:06:31.344,5.011,27.466,0.137
2025-05-16 17:06:31.347,5.011,27.466,0.137
2025-05-16 17:06:31.350,5.011,27.466,0.137
2025-05-16 17:06:31.353,5.011,27.466,0.137
2025-05-16 17:06:31.356,5.011,27.466,0.137
2025-05-16 17:06:31.359,5.011,27.466,0.137
2025-05-16 17:06:31.362,5.011,27.466,0.118
2025-05-16 17:06:31.365,5.011,23.804,0.118
2025-05-16 17:06:31.368,5.011,23.804,0.118
2025-05-16 17:06:31.371,5.011,23.804,0.118
2025-05-16 17:06:31.374,5.011,23.804,0.118
2025-05-16 17:06:31.377,5.011,23.804,0.118
2025-05-16 17:06:31.380,5.011,23.804,0.118
2025-05-16 17:06:31.383,5.011,23.804,0.118
2025-05-16 17:06:31.386,5.011,23.804,0.118
2025-05-16 17:06:31.389,5.011,23.804,0.118
2025-05-16 17:06:31.392,5.011,23.804,0.118
2025-05-16 17:06:31.395,5.011,23.804,0.118
2025-05-16 17:06:31.398,5.011,39.979,0.198
2025-05-16 17:06:31.401,5.008,39.979,0.198
2025-05-16 17:06:31.404,5.008,39.979,0.198
2025-05-16 17:06:31.407,5.008,39.979,0.198
2025-05-16 17:06:31.410,5.008,39.979,0.198
2025-05-16 17:06:31.413,5.008,39.979,0.198
2025-05-16 17:06:31.416,5.008,39.979,0.198
2025-05-16 17:06:31.419,5.008,39.979,0.198
2025-05-16 17:06:31.422,5.008,39.979,0.198
2025-05-16 17:06:31.425,5.008,39.979,0.198
2025-05-16 17:06:31.428,5.008,39.979,0.198
2025-05-16 17:06:31.431,5.008,39.979,0.198
2025-05-16 17:06:31.434,5.003,91.250,0.454
2025-05-16 17:06:31.437,5.003,91.250,0.454
2025-05-16 17:06:31.440,5.003,91.250,0.454
2025-05-16 17:06:31.443,5.003,91.250,0.454
2025-05-16 17:06:31.446,5.003,91.250,0.454
2025-05-16 17:06:31.449,5.003,91.250,0.454
2025-05-16 17:06:31.452,5.003,91.250,0.454
2025-05-16 17:06:31.455,5.003,91.250,0.454
2025-05-16 17:06:31.458,5.003,91.250,0.454
2025-05-16 17:06:31.461,5.003,91.250,0.454
2025-05-16 17:06:31.464,5.003,91.250,0.454
2025-05-16 17:06:31.467,5.003,91.250,0.454
2025-05-16 17:06:31.470,5.010,26.245,0.134
2025-05-16 17:06:31.473,5.010,26.245,0.134
2025-05-16 17:06:31.476,5.010,26.245,0.134
2025-05-16 17:06:31.479,5.010,26.245,0.134
2025-05-16 17:06:31.482,5.010,26.245,0.134
2025-05-16 17:06:31.485,5.010,26.245,0.134
2025-05-16 17:06:31.488,5.010,26.245,0.134
2025-05-16 17:06:31.491,5.010,26.245,0.134
2025-05-16 17:06:31.494,5.010,26.245,0.134
2025-05-16 17:06:31.497,5.010,26.245,0.134
2025-05-16 17:06:31.500,5.010,26.245,0.134
2025-05-16 17:06:31.503,5.010,26.245,0.134
2025-05-16 17:06:31.506,5.010,23.804,0.122
2025-05-16 17:06:31.509,5.010,23.804,0.122
2025-05-16 17:06:31.512,5.010,23.804,0.122
2025-05-16 17:06:31.515,5.010,23.804,0.122
2025-05-16 17:06:31.518,5.010,23.804,0.122
2025-05-16 17:06:31.521,5.010,23.804,0.122
2025-05-16 17:06:31.524,5.010,23.804,0.122
2025-05-16 17:06:31.527,5.010,23.804,0.122
2025-05-16 17:06:31.530,5.010,23.804,0.122
2025-05-16 17:06:31.533,5.010,23.804,0.122
2025-05-16 17:06:31.536,5.010,23.804,0.122
2025-05-16 17:06:31.539,5.010,25.025,0.122
2025-05-16 17:06:31.542,5.011,25.025,0.122
2025-05-16 17:06:31.545,5.011,25.025,0.122
2025-05-16 17:06:31.548,5.011,25.025,0.122
